award_name,award_url,award_category,year,winner,notes,table_index,row_index,raw_cells
"Blackwater Bossing","https://en.wikipedia.org/wiki/Blackwater_Bossing","References","G/F","17","Name: CJ Austria (R); Height: 6 ft 3 in (1.91 m); DOB (YYYY–MM–DD): 2001–06–16; From: La Salle","4","13","[""G/F"",""17"","""",""CJ Austria (R)"",""6 ft 3 in (1.91 m)"","""",""2001–06–16"",""La Salle""]"
"Blackwater Bossing","https://en.wikipedia.org/wiki/Blackwater_Bossing","References","F","19","Name: James Una (R); Height: 6 ft 5 in (1.96 m); DOB (YYYY–MM–DD): 2001–03–19; From: San Sebastian","4","14","[""F"",""19"","""",""James Una (R)"",""6 ft 5 in (1.96 m)"","""",""2001–03–19"",""San Sebastian""]"
"Blackwater Bossing","https://en.wikipedia.org/wiki/Blackwater_Bossing","References","F","23","Name: Richard Escoto (FA); Height: 6 ft 3 in (1.91 m); Weight: 204 lb (93 kg); DOB (YYYY–MM–DD): 1997–03–21; From: Far Eastern","4","15","[""F"",""23"","""",""Richard Escoto (FA)"",""6 ft 3 in (1.91 m)"",""204 lb (93 kg)"",""1997–03–21"",""Far Eastern""]"
"Blackwater Bossing","https://en.wikipedia.org/wiki/Blackwater_Bossing","References","G","24","Name: Ichie Altamirano (R); Height: 5 ft 11 in (1.80 m); DOB (YYYY–MM–DD): 1997–08–21; From: San Sebastian","4","16","[""G"",""24"","""",""Ichie Altamirano (R)"",""5 ft 11 in (1.80 m)"","""",""1997–08–21"",""San Sebastian""]"
"Blackwater Bossing","https://en.wikipedia.org/wiki/Blackwater_Bossing","References","F","25","Name: Christian David; Height: 6 ft 6 in (1.98 m); Weight: 215 lb (98 kg); DOB (YYYY–MM–DD): 1998–06–19; From: Butler","4","17","[""F"",""25"","""",""Christian David"",""6 ft 6 in (1.98 m)"",""215 lb (98 kg)"",""1998–06–19"",""Butler""]"
"Blackwater Bossing","https://en.wikipedia.org/wiki/Blackwater_Bossing","References","G","26","Name: Jed Mendoza (FA); Height: 5 ft 10 in (1.78 m); Weight: 160 lb (73 kg); DOB (YYYY–MM–DD): 1996–06–21; From: UE","4","18","[""G"",""26"","""",""Jed Mendoza (FA)"",""5 ft 10 in (1.78 m)"",""160 lb (73 kg)"",""1996–06–21"",""UE""]"
"Blackwater Bossing","https://en.wikipedia.org/wiki/Blackwater_Bossing","References","F/C","–","Name: Ximone Sandagon (R); Height: 6 ft 4 in (1.93 m); DOB (YYYY–MM–DD): 1999–03–10; From: Far Eastern","4","19","[""F/C"",""–"","""",""Ximone Sandagon (R)"",""6 ft 4 in (1.93 m)"","""",""1999–03–10"",""Far Eastern""]"
"Blackwater Bossing","https://en.wikipedia.org/wiki/Blackwater_Bossing","References","11","Gilbert Bulawan","Position: PF/ C; Tenure: 2014–2016.mw-parser-output .citation{word-wrap:break-word}.mw-parser-output .citation:target{background-color:rgba(0,127,255,0.133)}[a]","5","1","[""11"",""Gilbert Bulawan"",""PF/ C"",""2014–2016.mw-parser-output .citation{word-wrap:break-word}.mw-parser-output .citation:target{background-color:rgba(0,127,255,0.133)}[a]""]"
"Blackwater Bossing","https://en.wikipedia.org/wiki/Blackwater_Bossing","References","2024–25","Governors'","conference: Governors'; GP: 10; W: 5; L: 5; W–L%: .500; Finish: 5th (Group B); Playoffs: Did not qualify","6","1","[""2024–25"",""Governors'"",""10"",""5"",""5"","".500"",""5th (Group B)"",""Did not qualify""]"
"Blackwater Bossing","https://en.wikipedia.org/wiki/Blackwater_Bossing","References","2024–25","Commissioner's","conference: Commissioner's; GP: 12; W: 3; L: 9; W–L%: .250; Finish: 11th; Playoffs: Did not qualify","6","2","[""2024–25"",""Commissioner's"",""12"",""3"",""9"","".250"",""11th"",""Did not qualify""]"
"Blackwater Bossing","https://en.wikipedia.org/wiki/Blackwater_Bossing","References","2024–25","Philippine","conference: Philippine; GP: 11; W: 2; L: 9; W–L%: .182; Finish: 10th; Playoffs: Did not qualify","6","3","[""2024–25"",""Philippine"",""11"",""2"",""9"","".182"",""10th"",""Did not qualify""]"
"Blackwater Bossing","https://en.wikipedia.org/wiki/Blackwater_Bossing","References","2025–26","Philippine","conference: Philippine; GP: 11; W: 1; L: 10; W–L%: .091; Finish: 11th; Playoffs: Did not qualify","6","4","[""2025–26"",""Philippine"",""11"",""1"",""10"","".091"",""11th"",""Did not qualify""]"
"Blackwater Bossing","https://en.wikipedia.org/wiki/Blackwater_Bossing","References","2025–26","Commissioner's","conference: Commissioner's; GP: 12; W: 2; L: 10; W–L%: .167; Finish: 13th; Playoffs: Did not qualify","6","5","[""2025–26"",""Commissioner's"",""12"",""2"",""10"","".167"",""13th"",""Did not qualify""]"
"Blackwater Bossing","https://en.wikipedia.org/wiki/Blackwater_Bossing","References","2010s","2014–15 2015–16 2016–17 2017–18 2019","column_8: 2014–15; column_9: 2015–16; column_10: 2016–17; column_11: 2017–18; column_12: 2019","12","2","[""2010s"",""2014–15 2015–16 2016–17 2017–18 2019"","""","""","""","""","""",""2014–15"",""2015–16"",""2016–17"",""2017–18"",""2019""]"
"Blackwater Bossing","https://en.wikipedia.org/wiki/Blackwater_Bossing","References","2020s","2020 2021 2022–23 2023–24 2024–25 2025–26","column_3: 2020; column_4: 2021; column_6: 2022–23; column_7: 2023–24; column_8: 2024–25; column_9: 2025–26","12","4","[""2020s"",""2020 2021 2022–23 2023–24 2024–25 2025–26"",""2020"",""2021"","""",""2022–23"",""2023–24"",""2024–25"",""2025–26"","""","""",""""]"
"Blackwater Bossing","https://en.wikipedia.org/wiki/Blackwater_Bossing","References","2020","2021","column_4: 2022–23; column_5: 2023–24; column_6: 2024–25; column_7: 2025–26","12","5","[""2020"",""2021"","""",""2022–23"",""2023–24"",""2024–25"",""2025–26"","""","""",""""]"
"Blackwater Bossing","https://en.wikipedia.org/wiki/Blackwater_Bossing","References","Events","Draft Opening ceremonies Conferences Philippine Cup Commissioner's Cup Governors' Cup All-Star Weekend All-Star Game","team: Events","16","1","[""Events"",""Draft Opening ceremonies Conferences Philippine Cup Commissioner's Cup Governors' Cup All-Star Weekend All-Star Game""]"
"Blackwater Bossing","https://en.wikipedia.org/wiki/Blackwater_Bossing","References","History","Seasons Champions The Grand Slam Former teams Records All-time team standings","team: History","16","2","[""History"",""Seasons Champions The Grand Slam Former teams Records All-time team standings""]"
"Blackwater Bossing","https://en.wikipedia.org/wiki/Blackwater_Bossing","References","Awards","MVP Retired numbers Hall of Fame Greatest Players Jun Bernardino Trophy PBA Leo Awards","team: Awards","16","3","[""Awards"",""MVP Retired numbers Hall of Fame Greatest Players Jun Bernardino Trophy PBA Leo Awards""]"
"Blackwater Bossing","https://en.wikipedia.org/wiki/Blackwater_Bossing","References","Others","Players Current team rosters Imports Coaches Consultants D-League 3x3 leagues Men's Women's Arenas Proposed own arena Esports Media PBA on One Sports PBA Rush SMC–MVP rivalry","team: Others","16","4","[""Others"",""Players Current team rosters Imports Coaches Consultants D-League 3x3 leagues Men's Women's Arenas Proposed own arena Esports Media PBA on One Sports PBA Rush SMC–MVP rivalry""]"
"Converge FiberXers","https://en.wikipedia.org/wiki/Converge_FiberXers","References","Founded","2022","","1","2","[""Founded"",""2022""]"
"Converge FiberXers","https://en.wikipedia.org/wiki/Converge_FiberXers","References","History","Converge FiberXers (2022–present)","","1","3","[""History"",""Converge FiberXers (2022–present)""]"
"Converge FiberXers","https://en.wikipedia.org/wiki/Converge_FiberXers","References","Team colors","Purple, teal, black, white .mw-parser-output .legend{page-break-inside:avoid;break-inside:avoid-column}.mw-parser-output .legend-color{display:inline-block;min-width:1.25em;height:1.25em;line-height:1.25;margin:1px 0;text-align:center;border:1px solid black;background-color:transparent;color:black}.mw-parser-output .legend-text{}","","1","4","[""Team colors"",""Purple, teal, black, white .mw-parser-output .legend{page-break-inside:avoid;break-inside:avoid-column}.mw-parser-output .legend-color{display:inline-block;min-width:1.25em;height:1.25em;line-height:1.25;margin:1px 0;text-align:center;border:1px solid black;background-color:transparent;color:black}.mw-parser-output .legend-text{}""]"
"Converge FiberXers","https://en.wikipedia.org/wiki/Converge_FiberXers","References","Company","Converge ICT","","1","5","[""Company"",""Converge ICT""]"
"Converge FiberXers","https://en.wikipedia.org/wiki/Converge_FiberXers","References","Board governor","Archen Cayabyab","","1","6","[""Board governor"",""Archen Cayabyab""]"
"Converge FiberXers","https://en.wikipedia.org/wiki/Converge_FiberXers","References","Team manager","Jacob LaoErwin Dotimas (assistant)","","1","7","[""Team manager"",""Jacob LaoErwin Dotimas (assistant)""]"
"Converge FiberXers","https://en.wikipedia.org/wiki/Converge_FiberXers","References","Head coach","Dennis Pineda","","1","8","[""Head coach"",""Dennis Pineda""]"
"Converge FiberXers","https://en.wikipedia.org/wiki/Converge_FiberXers","References","Team captain","Justine Baltazar","","1","9","[""Team captain"",""Justine Baltazar""]"
"Converge FiberXers","https://en.wikipedia.org/wiki/Converge_FiberXers","References","Ownership","Dennis Anthony Uy","","1","10","[""Ownership"",""Dennis Anthony Uy""]"
"Converge FiberXers","https://en.wikipedia.org/wiki/Converge_FiberXers","References","G","1","Name: Juan Gómez de Liaño (R); Height: 6 ft 0 in (1.83 m); Weight: 163 lb (74 kg); DOB (YYYY–MM–DD): 1999–11–19; From: Philippines","3","1","[""G"",""1"","""",""Juan Gómez de Liaño (R)"",""6 ft 0 in (1.83 m)"",""163 lb (74 kg)"",""1999–11–19"",""Philippines""]"
"Converge FiberXers","https://en.wikipedia.org/wiki/Converge_FiberXers","References","G/F","2","Name: Archie Concepcion; Height: 6 ft 2 in (1.88 m); Weight: 189 lb (86 kg); DOB (YYYY–MM–DD): 1996–05–18; From: Arellano","3","2","[""G/F"",""2"","""",""Archie Concepcion"",""6 ft 2 in (1.88 m)"",""189 lb (86 kg)"",""1996–05–18"",""Arellano""]"
"Converge FiberXers","https://en.wikipedia.org/wiki/Converge_FiberXers","References","F","8","Name: Calvin Abueva; Height: 6 ft 3 in (1.91 m); Weight: 209 lb (95 kg); DOB (YYYY–MM–DD): 1988–02–04; From: San Sebastian","3","3","[""F"",""8"","""",""Calvin Abueva"",""6 ft 3 in (1.91 m)"",""209 lb (95 kg)"",""1988–02–04"",""San Sebastian""]"
"Converge FiberXers","https://en.wikipedia.org/wiki/Converge_FiberXers","References","G/F","9","Name: John Lloyd Clemente (R); Height: 6 ft 3 in (1.91 m); Weight: 176 lb (80 kg); DOB (YYYY–MM–DD): 1998–07–15; From: National-U","3","4","[""G/F"",""9"","""",""John Lloyd Clemente (R)"",""6 ft 3 in (1.91 m)"",""176 lb (80 kg)"",""1998–07–15"",""National-U""]"
"Converge FiberXers","https://en.wikipedia.org/wiki/Converge_FiberXers","References","G","10","Name: Mikey Williams; Height: 6 ft 2 in (1.88 m); Weight: 190 lb (86 kg); DOB (YYYY–MM–DD): 1991–10–27; From: Cal State Fullerton","3","5","[""G"",""10"","""",""Mikey Williams"",""6 ft 2 in (1.88 m)"",""190 lb (86 kg)"",""1991–10–27"",""Cal State Fullerton""]"
"Converge FiberXers","https://en.wikipedia.org/wiki/Converge_FiberXers","References","G","11","Name: MJ Garcia; Height: 6 ft 0 in (1.83 m); DOB (YYYY–MM–DD): 1998–11–25; From: SPCF","3","6","[""G"",""11"","""",""MJ Garcia"",""6 ft 0 in (1.83 m)"","""",""1998–11–25"",""SPCF""]"
"Converge FiberXers","https://en.wikipedia.org/wiki/Converge_FiberXers","References","G","12","Name: Alec Stockton; Height: 6 ft 2 in (1.88 m); Weight: 170 lb (77 kg); DOB (YYYY–MM–DD): 1998–06–24; From: Far Eastern","3","7","[""G"",""12"","""",""Alec Stockton"",""6 ft 2 in (1.88 m)"",""170 lb (77 kg)"",""1998–06–24"",""Far Eastern""]"
"Converge FiberXers","https://en.wikipedia.org/wiki/Converge_FiberXers","References","G","13","Name: Kurt Reyson; Height: 5 ft 10 in (1.78 m); DOB (YYYY–MM–DD): 1998–09–08; From: Letran","3","8","[""G"",""13"","""",""Kurt Reyson"",""5 ft 10 in (1.78 m)"","""",""1998–09–08"",""Letran""]"
"Converge FiberXers","https://en.wikipedia.org/wiki/Converge_FiberXers","References","C","15","Name: Justin Arana; Height: 6 ft 7 in (2.01 m); Weight: 231 lb (105 kg); DOB (YYYY–MM–DD): 1999–03–21; From: Arellano","3","9","[""C"",""15"","""",""Justin Arana"",""6 ft 7 in (2.01 m)"",""231 lb (105 kg)"",""1999–03–21"",""Arellano""]"
"Converge FiberXers","https://en.wikipedia.org/wiki/Converge_FiberXers","References","F","16","Name: Jonnel Policarpio; Height: 6 ft 5 in (1.96 m); DOB (YYYY–MM–DD): 2001–12–16; From: De La Salle","3","10","[""F"",""16"","""",""Jonnel Policarpio"",""6 ft 5 in (1.96 m)"","""",""2001–12–16"",""De La Salle""]"
"Converge FiberXers","https://en.wikipedia.org/wiki/Converge_FiberXers","References","F/C","19","Name: Justine Baltazar; Height: 6 ft 9 in (2.06 m); Weight: 250 lb (113 kg); DOB (YYYY–MM–DD): 1997–02–19; From: De La Salle","3","11","[""F/C"",""19"","""",""Justine Baltazar"",""6 ft 9 in (2.06 m)"",""250 lb (113 kg)"",""1997–02–19"",""De La Salle""]"
"Converge FiberXers","https://en.wikipedia.org/wiki/Converge_FiberXers","References","C","20","Name: Larry Muyang; Height: 6 ft 6 in (1.98 m); Weight: 220 lb (100 kg); DOB (YYYY–MM–DD): 1995–06–04; From: Letran","3","12","[""C"",""20"","""",""Larry Muyang"",""6 ft 6 in (1.98 m)"",""220 lb (100 kg)"",""1995–06–04"",""Letran""]"
"Converge FiberXers","https://en.wikipedia.org/wiki/Converge_FiberXers","References","F/C","21","Name: Jhaymo Eguilos; Height: 6 ft 6 in (1.98 m); Weight: 190 lb (86 kg); DOB (YYYY–MM–DD): 1986–08–27; From: Far Eastern","3","13","[""F/C"",""21"","""",""Jhaymo Eguilos"",""6 ft 6 in (1.98 m)"",""190 lb (86 kg)"",""1986–08–27"",""Far Eastern""]"
"Converge FiberXers","https://en.wikipedia.org/wiki/Converge_FiberXers","References","C","24","Name: Ronan Santos (IN); Height: 6 ft 7 in (2.01 m); DOB (YYYY–MM–DD): 1997–03–24; From: Arellano","3","14","[""C"",""24"","""",""Ronan Santos (IN)"",""6 ft 7 in (2.01 m)"","""",""1997–03–24"",""Arellano""]"
"Converge FiberXers","https://en.wikipedia.org/wiki/Converge_FiberXers","References","C","25","Name: Rafi Reavis (IN); Height: 6 ft 8 in (2.03 m); Weight: 210 lb (95 kg); DOB (YYYY–MM–DD): 1977–07–26; From: Coppin State","3","15","[""C"",""25"","""",""Rafi Reavis (IN)"",""6 ft 8 in (2.03 m)"",""210 lb (95 kg)"",""1977–07–26"",""Coppin State""]"
"Converge FiberXers","https://en.wikipedia.org/wiki/Converge_FiberXers","References","C","27","Name: Ladis Lepalam; Height: 6 ft 9 in (2.06 m); Weight: 200 lb (91 kg); DOB (YYYY–MM–DD): 1999–11–27; From: St. Benilde","3","16","[""C"",""27"","""",""Ladis Lepalam"",""6 ft 9 in (2.06 m)"",""200 lb (91 kg)"",""1999–11–27"",""St. Benilde""]"
"Converge FiberXers","https://en.wikipedia.org/wiki/Converge_FiberXers","References","G/F","–","Name: Jaydee Tungcab; Height: 6 ft 3 in (1.91 m); Weight: 196 lb (89 kg); DOB (YYYY–MM–DD): 1997–05–05; From: Philippines","3","17","[""G/F"",""–"","""",""Jaydee Tungcab"",""6 ft 3 in (1.91 m)"",""196 lb (89 kg)"",""1997–05–05"",""Philippines""]"
"Converge FiberXers","https://en.wikipedia.org/wiki/Converge_FiberXers","References","2024–25","Governors'","conference: Governors'; GP: 10; W: 6; L: 4; W–L%: .600; Finish: 3rd (Group A); Playoffs: Lost in quarterfinals vs. San Miguel, 2–3","4","1","[""2024–25"",""Governors'"",""10"",""6"",""4"","".600"",""3rd (Group A)"",""Lost in quarterfinals vs. San Miguel, 2–3""]"
"Converge FiberXers","https://en.wikipedia.org/wiki/Converge_FiberXers","References","2024–25","Commissioner's","conference: Commissioner's; GP: 12; W: 8; L: 4; W–L%: .667; Finish: 3rd; Playoffs: Lost in quarterfinals vs. Rain or Shine, 1–2","4","2","[""2024–25"",""Commissioner's"",""12"",""8"",""4"","".667"",""3rd"",""Lost in quarterfinals vs. Rain or Shine, 1–2""]"
"Converge FiberXers","https://en.wikipedia.org/wiki/Converge_FiberXers","References","2024–25","Philippine","conference: Philippine; GP: 11; W: 7; L: 4; W–L%: .636; Finish: 5th; Playoffs: Lost in quarterfinals vs. Barangay Ginebra**, 80–88","4","3","[""2024–25"",""Philippine"",""11"",""7"",""4"","".636"",""5th"",""Lost in quarterfinals vs. Barangay Ginebra**, 80–88""]"
"Converge FiberXers","https://en.wikipedia.org/wiki/Converge_FiberXers","References","2025–26","Philippine","conference: Philippine; GP: 11; W: 7; L: 4; W–L%: .636; Finish: 4th; Playoffs: Lost in quarterfinals vs. Barangay Ginebra in two games","4","4","[""2025–26"",""Philippine"",""11"",""7"",""4"","".636"",""4th"",""Lost in quarterfinals vs. Barangay Ginebra in two games""]"
"Converge FiberXers","https://en.wikipedia.org/wiki/Converge_FiberXers","References","2025–26","Commissioner's","conference: Commissioner's; GP: 12; W: 5; L: 7; W–L%: .417; Finish: 9th; Playoffs: Did not qualify","4","5","[""2025–26"",""Commissioner's"",""12"",""5"",""7"","".417"",""9th"",""Did not qualify""]"
"Converge FiberXers","https://en.wikipedia.org/wiki/Converge_FiberXers","References","Justin Arana – 2022–23","Maverick Ahanmisi – 2022–23","team: Justin Arana – 2024–25","5","1","[""Maverick Ahanmisi – 2022–23"",""Justin Arana – 2022–23"",""Justin Arana – 2024–25""]"
"Converge FiberXers","https://en.wikipedia.org/wiki/Converge_FiberXers","References","2020s","2022–23 2023–24 2024–25 2025–26","column_6: 2022–23; column_7: 2023–24; column_8: 2024–25; column_9: 2025–26","11","2","[""2020s"",""2022–23 2023–24 2024–25 2025–26"","""","""","""",""2022–23"",""2023–24"",""2024–25"",""2025–26"","""","""",""""]"
"Converge FiberXers","https://en.wikipedia.org/wiki/Converge_FiberXers","References","Events","Draft Opening ceremonies Conferences Philippine Cup Commissioner's Cup Governors' Cup All-Star Weekend All-Star Game","team: Events","14","1","[""Events"",""Draft Opening ceremonies Conferences Philippine Cup Commissioner's Cup Governors' Cup All-Star Weekend All-Star Game""]"
"Converge FiberXers","https://en.wikipedia.org/wiki/Converge_FiberXers","References","History","Seasons Champions The Grand Slam Former teams Records All-time team standings","team: History","14","2","[""History"",""Seasons Champions The Grand Slam Former teams Records All-time team standings""]"
"Converge FiberXers","https://en.wikipedia.org/wiki/Converge_FiberXers","References","Awards","MVP Retired numbers Hall of Fame Greatest Players Jun Bernardino Trophy PBA Leo Awards","team: Awards","14","3","[""Awards"",""MVP Retired numbers Hall of Fame Greatest Players Jun Bernardino Trophy PBA Leo Awards""]"
"Converge FiberXers","https://en.wikipedia.org/wiki/Converge_FiberXers","References","Others","Players Current team rosters Imports Coaches Consultants D-League 3x3 leagues Men's Women's Arenas Proposed own arena Esports Media PBA on One Sports PBA Rush SMC–MVP rivalry","team: Others","14","4","[""Others"",""Players Current team rosters Imports Coaches Consultants D-League 3x3 leagues Men's Women's Arenas Proposed own arena Esports Media PBA on One Sports PBA Rush SMC–MVP rivalry""]"
"Macau Black Knights","https://en.wikipedia.org/wiki/Macau_Black_Knights","References","Traditional Chinese","澳門黑熊","","3","2","[""Traditional Chinese"",""澳門黑熊""]"
"Macau Black Knights","https://en.wikipedia.org/wiki/Macau_Black_Knights","References","Simplified Chinese","澳门黑熊","","3","3","[""Simplified Chinese"",""澳门黑熊""]"
"Macau Black Knights","https://en.wikipedia.org/wiki/Macau_Black_Knights","References","Literal meaning","Macau Black Bears","","3","4","[""Literal meaning"",""Macau Black Bears""]"
"Macau Black Knights","https://en.wikipedia.org/wiki/Macau_Black_Knights","References","Hanyu Pinyin","Àomén Hēi Xióng","","3","8","[""Hanyu Pinyin"",""Àomén Hēi Xióng""]"
"Macau Black Knights","https://en.wikipedia.org/wiki/Macau_Black_Knights","References","Jyutping","ou3 mun4*2 hak1 hung4","","3","10","[""Jyutping"",""ou3 mun4*2 hak1 hung4""]"
"Macau Black Knights","https://en.wikipedia.org/wiki/Macau_Black_Knights","References","Traditional Chinese","南海龍獅","","3","12","[""Traditional Chinese"",""南海龍獅""]"
"Macau Black Knights","https://en.wikipedia.org/wiki/Macau_Black_Knights","References","Simplified Chinese","南海龙狮","","3","13","[""Simplified Chinese"",""南海龙狮""]"
"Macau Black Knights","https://en.wikipedia.org/wiki/Macau_Black_Knights","References","Hanyu Pinyin","Nánhǎi Lóng Shī","","3","17","[""Hanyu Pinyin"",""Nánhǎi Lóng Shī""]"
"Macau Black Knights","https://en.wikipedia.org/wiki/Macau_Black_Knights","References","Jyutping","naam4 hoi2 lung4 si1","","3","19","[""Jyutping"",""naam4 hoi2 lung4 si1""]"
"Macau Black Knights","https://en.wikipedia.org/wiki/Macau_Black_Knights","References","Chinese","南海功夫","","3","21","[""Chinese"",""南海功夫""]"
"Macau Black Knights","https://en.wikipedia.org/wiki/Macau_Black_Knights","References","Hanyu Pinyin","Nánhǎi Gōng Fū","","3","25","[""Hanyu Pinyin"",""Nánhǎi Gōng Fū""]"
"Macau Black Knights","https://en.wikipedia.org/wiki/Macau_Black_Knights","References","Jyutping","naam4 hoi2 gung1 fu1","","3","27","[""Jyutping"",""naam4 hoi2 gung1 fu1""]"
"Macau Black Knights","https://en.wikipedia.org/wiki/Macau_Black_Knights","References","Chinese","忠信功夫","","3","29","[""Chinese"",""忠信功夫""]"
"Macau Black Knights","https://en.wikipedia.org/wiki/Macau_Black_Knights","References","Hanyu Pinyin","Zhōng Xìn Gōng Fū","","3","33","[""Hanyu Pinyin"",""Zhōng Xìn Gōng Fū""]"
"Macau Black Knights","https://en.wikipedia.org/wiki/Macau_Black_Knights","References","Jyutping","zung1 seon3 gung1 fu1","","3","35","[""Jyutping"",""zung1 seon3 gung1 fu1""]"
"Macau Black Knights","https://en.wikipedia.org/wiki/Macau_Black_Knights","References","G","0","Name: Chao Xingzhao; Height: 1.86 m (6 ft 1 in)","9","1","[""G"",""0"","""",""Chao Xingzhao"",""1.86 m (6 ft 1 in)"","""","""",""""]"
"Macau Black Knights","https://en.wikipedia.org/wiki/Macau_Black_Knights","References","G","1","Name: Zhu Zhaojing; Height: 1.86 m (6 ft 1 in)","9","2","[""G"",""1"","""",""Zhu Zhaojing"",""1.86 m (6 ft 1 in)"","""","""",""""]"
"Macau Black Knights","https://en.wikipedia.org/wiki/Macau_Black_Knights","References","G","2","Name: Damian Chong Qui; Height: 1.72 m (5 ft 8 in); Weight: 70 kg (154 lb); DOB (YYYY–MM–DD): 27 – (1998-07-09)9 July 1998; From: Purdue Fort Wayne","9","3","[""G"",""2"","""",""Damian Chong Qui"",""1.72 m (5 ft 8 in)"",""70 kg (154 lb)"",""27 – (1998-07-09)9 July 1998"",""Purdue Fort Wayne""]"
"Macau Black Knights","https://en.wikipedia.org/wiki/Macau_Black_Knights","References","F/C","3","Name: Ramon Cao; Height: 2.03 m (6 ft 8 in); DOB (YYYY–MM–DD): 28 – (1997-11-04)4 November 1997; From: Florida College","9","4","[""F/C"",""3"","""",""Ramon Cao"",""2.03 m (6 ft 8 in)"","""",""28 – (1997-11-04)4 November 1997"",""Florida College""]"
"Macau Black Knights","https://en.wikipedia.org/wiki/Macau_Black_Knights","References","G","5","Name: Phoenix Shackelford; Height: 1.92 m (6 ft 4 in); Weight: 91 kg (201 lb); DOB (YYYY–MM–DD): 27 – (1999-04-19)19 April 1999; From: Cal Poly","9","5","[""G"",""5"","""",""Phoenix Shackelford"",""1.92 m (6 ft 4 in)"",""91 kg (201 lb)"",""27 – (1999-04-19)19 April 1999"",""Cal Poly""]"
"Macau Black Knights","https://en.wikipedia.org/wiki/Macau_Black_Knights","References","G","7","Name: Jenning Leung; Height: 1.83 m (6 ft 0 in); Weight: 82 kg (181 lb); DOB (YYYY–MM–DD): 30 – (1995-07-17)17 July 1995; From: McGill","9","6","[""G"",""7"","""",""Jenning Leung"",""1.83 m (6 ft 0 in)"",""82 kg (181 lb)"",""30 – (1995-07-17)17 July 1995"",""McGill""]"
"Macau Black Knights","https://en.wikipedia.org/wiki/Macau_Black_Knights","References","F","14","Name: Tony Mitchell (CI); Height: 2.01 m (6 ft 7 in); Weight: 107 kg (236 lb); DOB (YYYY–MM–DD): 34 – (1992-04-07)7 April 1992; From: North Texas","9","7","[""F"",""14"","""",""Tony Mitchell (CI)"",""2.01 m (6 ft 7 in)"",""107 kg (236 lb)"",""34 – (1992-04-07)7 April 1992"",""North Texas""]"
"Macau Black Knights","https://en.wikipedia.org/wiki/Macau_Black_Knights","References","F","19","Name: Liu Wenke; Height: 1.86 m (6 ft 1 in)","9","8","[""F"",""19"","""",""Liu Wenke"",""1.86 m (6 ft 1 in)"","""","""",""""]"
"Macau Black Knights","https://en.wikipedia.org/wiki/Macau_Black_Knights","References","F","24","Name: Li Jiashuo; Height: 2.00 m (6 ft 7 in)","9","9","[""F"",""24"","""",""Li Jiashuo"",""2.00 m (6 ft 7 in)"","""","""",""""]"
"Macau Black Knights","https://en.wikipedia.org/wiki/Macau_Black_Knights","References","F","25","Name: Sun Meng; Height: 2.00 m (6 ft 7 in)","9","10","[""F"",""25"","""",""Sun Meng"",""2.00 m (6 ft 7 in)"","""","""",""""]"
"Macau Black Knights","https://en.wikipedia.org/wiki/Macau_Black_Knights","References","F","26","Name: Li Xiaoxu; Height: 2.00 m (6 ft 7 in)","9","11","[""F"",""26"","""",""Li Xiaoxu"",""2.00 m (6 ft 7 in)"","""","""",""""]"
"Macau Black Knights","https://en.wikipedia.org/wiki/Macau_Black_Knights","References","F/C","28","Name: Lu Zijie; Height: 2.05 m (6 ft 9 in); Weight: 105 kg (231 lb); DOB (YYYY–MM–DD): 27 – (1999-03-03)3 March 1999","9","12","[""F/C"",""28"","""",""Lu Zijie"",""2.05 m (6 ft 9 in)"",""105 kg (231 lb)"",""27 – (1999-03-03)3 March 1999"",""""]"
"Macau Black Knights","https://en.wikipedia.org/wiki/Macau_Black_Knights","References","F","29","Name: Wang Yingran; Height: 2.00 m (6 ft 7 in)","9","13","[""F"",""29"","""",""Wang Yingran"",""2.00 m (6 ft 7 in)"","""","""",""""]"
"Macau Black Knights","https://en.wikipedia.org/wiki/Macau_Black_Knights","References","F","32","Name: Oscar Lopez (CI); Height: 1.93 m (6 ft 4 in); DOB (YYYY–MM–DD): 29 – (1997-01-01)1 January 1997; From: Central Michigan","9","14","[""F"",""32"","""",""Oscar Lopez (CI)"",""1.93 m (6 ft 4 in)"","""",""29 – (1997-01-01)1 January 1997"",""Central Michigan""]"
"Macau Black Knights","https://en.wikipedia.org/wiki/Macau_Black_Knights","References","F","48","Name: Lao Chon Pong; Height: 1.93 m (6 ft 4 in); Weight: 86 kg (190 lb); DOB (YYYY–MM–DD): 30 – (1995-12-01)1 December 1995; From: Macau Polytechnic Institute","9","15","[""F"",""48"","""",""Lao Chon Pong"",""1.93 m (6 ft 4 in)"",""86 kg (190 lb)"",""30 – (1995-12-01)1 December 1995"",""Macau Polytechnic Institute""]"
"Macau Black Knights","https://en.wikipedia.org/wiki/Macau_Black_Knights","References","G","77","Name: Chen Li-hsing; Height: 1.75 m (5 ft 9 in); Weight: 68 kg (150 lb); DOB (YYYY–MM–DD): 23 – (2002-09-16)16 September 2002; From: National Taiwan Sport University","9","16","[""G"",""77"","""",""Chen Li-hsing"",""1.75 m (5 ft 9 in)"",""68 kg (150 lb)"",""23 – (2002-09-16)16 September 2002"",""National Taiwan Sport University""]"
